# --y----z1----z2--
4.584422824923454765e-01 3.493717611167264980e+00 3.874162651283727943e+00
2.501432916932058974e-03 3.476778160855679811e+00 2.123422766222395897e+00
1.219708215674071949e+00 9.309133119091628217e-01 4.559521710971958797e-02
1.186223053055428078e+00 1.721875273169962028e+00 1.609405440149459299e+00
2.171671354325792169e+00 2.090698685410278479e+00 1.913567183209609723e+00
-3.590167585204484535e+00 2.221425895289321772e+00 2.173544070170161380e+00
7.233321799958844847e-03 3.043582302411715901e+00 2.849498296328365043e+00
-2.763175373222691800e+00 2.478728384413758423e+00 1.704367081904768710e+00
2.630046333091334620e+00 1.156300112072350839e+00 3.895420964801784791e+00
-3.891504824108241944e+00 1.335096182042681434e+00 8.752042432793118998e-01
7.587884428083384591e+00 2.632335511488457236e-01 3.931482186213735019e+00
1.376079288669331824e-01 5.114228517001273566e-01 1.288523172816717466e+00
9.822269127777694564e+00 2.837713790007949655e-01 8.990797558721816962e-01
3.750921813473490740e+00 1.574539659774419675e+00 3.584580019522540795e+00
8.750855907580112891e-01 1.381846447991468274e+00 3.938997749141085247e+00
1.219608324519967191e+01 1.149281958531815917e-01 1.406738945080480363e+00
-3.385765052120480734e-01 1.523835556815412051e+00 3.056640525463840241e+00
-5.597556368636131818e-01 3.755215653243086926e+00 1.278759185868110659e+00
2.609636476577336328e+00 1.729903731161663405e+00 1.080582966365861264e+00
9.258920539357283763e-01 3.204223545305577847e+00 2.552955224492485353e+00
5.306415157197918120e+00 2.747605338326288837e-01 2.414577905476444908e+00
-1.409355801698069177e+00 3.182298233715906477e+00 1.280326257031871862e-01
-8.315608287892863049e-02 1.821791288423732169e+00 3.160690165353142511e+00
3.165241277764088146e+00 3.954386072454917134e+00 2.335858174003866861e+00
1.348921953860524159e+00 1.556491905692873878e-01 1.785691630071610358e+00
-4.780886995625401870e-01 7.526900611732569857e-01 2.508222587420993577e+00
4.394072207264490437e+00 8.612711978909848298e-01 6.038804306299856428e-01
7.620249378564814435e+00 2.144577226718297869e+00 4.015471768981973000e-01
-5.526874433592697144e+00 2.924633727922651083e+00 3.758604157764699139e+00
1.218083645568725837e+00 3.773272737852807257e+00 1.498954020071104676e+00
4.925467594428770468e+00 2.383000983496103231e+00 2.647930849097870798e+00
-6.412729166310673357e-01 2.042321821013081351e+00 1.883570326575398024e+00
1.246443668544263028e+00 3.548914234060340789e-02 2.715856142614767599e-01
3.795583457152824192e+00 1.739264913534355195e+00 1.725974523521442983e+00
-4.193657199768145993e-01 7.435347420790838768e-01 2.118821266807618287e+00
-2.153776921811667577e+00 2.396345011760557586e+00 2.883697866750333905e+00
-1.479616801656229441e+00 1.225583426556934086e+00 1.617581859099061603e+00
-4.178418240293510166e+00 3.291129681990105915e+00 2.348521404941188884e+00
-7.198604472808969312e+00 2.826062173621825213e+00 2.042328986728729756e+00
3.471425501761009169e+00 3.320246643972470491e+00 2.882712045919287647e+00
5.076161016929268577e+00 3.465046731526589596e+00 8.136390886079620799e-01
9.826282704819286895e-01 1.194139405134500898e+00 1.903216088255095695e+00
-5.584124062724196147e-01 1.974417991685871954e+00 2.430704522871150353e+00
1.503400139240990141e+00 3.275742308130344949e+00 2.110895353679648423e+00
-5.448307582561364715e-01 3.756816544095486599e+00 2.893533659949095060e+00
-3.588025945691503793e+00 7.150280626714704546e-01 2.478901666383635849e+00
-3.607366878302973756e+00 2.249133535846533860e+00 3.053618458548585490e+00
1.276322625024312929e+00 3.226585340852903272e+00 1.194500810211200026e+00
1.561918296234985570e+00 5.535388268643610665e-01 2.541591656715454839e+00
1.225102454467877422e+01 3.323349773028150267e-02 3.154333057991557610e+00
